"token","n","joy","anger","anticipation","disgust","fear","sadness","surprise","trust","negative","positive"
"almuerzo",1,0,0,0,0,0,0,0,0,0,0
"aloha",1,1,0,1,0,0,0,0,0,0,1
"alojamiento",4,0,0,0,0,0,0,0,1,0,1
"alondra",1,0,0,0,0,0,0,0,0,0,0
"alpinista",1,0,0,0,0,0,0,0,0,0,0
"alquilado",1,0,0,0,0,0,0,0,0,0,0
"alquiler",1,0,0,0,0,0,0,0,0,0,0
"alquimia",1,0,0,0,0,0,0,0,0,0,0
"alquitran",1,0,0,0,0,0,0,0,0,0,0
"alquitranado",1,0,0,0,0,0,0,0,0,1,0
"alrededores",3,0,0,0,0,0,0,0,0,0,0
"alta burguesia",1,0,0,0,0,0,0,0,1,0,1
"altar",1,0,0,0,0,0,0,0,0,0,0
"altavoz",1,0,0,0,0,0,0,0,0,0,0
"alterado",1,0,0,0,0,0,0,0,0,0,0
"alterar",1,0,0,0,0,0,0,0,0,0,0
"altercado",1,0,1,0,0,0,0,0,0,1,0
"alternativa",1,0,0,0,0,0,0,0,0,0,0
"alterno",1,0,0,0,0,0,0,0,0,0,0
"altisimo",1,0,0,0,0,0,0,0,0,0,0
"altitud",1,0,0,0,0,0,0,0,0,0,0
"alto",4,0,0,0,0,0,0,0,0,0,0
"altruista",1,0,0,0,0,0,0,0,0,0,1
"altura",2,0,0,0,0,0,0,0,0,0,0
"alucinacion",1,0,0,0,0,1,0,0,0,1,0
"alumno",2,0,0,0,0,0,0,0,0,0,0
"alusion",1,0,0,0,0,0,0,0,0,0,0
"aluvial",1,0,0,0,0,0,0,0,0,0,0
"alveolar",1,0,0,0,0,0,0,0,0,0,0
"ama de casa",2,0,0,0,0,0,0,0,0,0,0
"amabilidad",2,1,0,0,0,0,0,0,1,0,1
"amable",3,1,0,0,0,0,0,0,1,1,1
"amalgama",1,0,0,0,0,0,0,0,0,0,0
"amalgamacion",1,0,0,0,0,0,0,0,0,0,0
"amanecer",2,1,0,1,0,0,0,1,1,0,1
"amanerado",1,0,0,0,0,0,0,0,0,0,1
"amante",2,1,1,1,1,0,0,0,1,1,1
"amapola",1,0,0,0,0,0,0,0,0,0,0
"amargamente",1,0,1,0,1,0,1,0,0,1,0
"amargura",1,0,1,0,1,0,1,0,0,1,0
"amarillo",1,0,0,0,0,0,0,0,0,0,0
"amarillos",1,0,0,0,0,0,0,0,0,1,0
"amarradero",1,0,0,0,0,0,0,0,0,0,0
"amarrado",1,0,0,0,0,0,0,0,0,0,0
"amarrar",1,0,0,0,0,0,0,0,0,0,0
"amarras",1,0,0,0,0,0,0,0,1,0,0
"amasar",1,0,0,0,0,0,0,0,0,0,0
"amatista",1,0,0,0,0,0,0,0,0,0,0
"ambar",1,0,0,0,0,0,0,0,0,0,0
"ambicion",1,1,0,1,0,0,0,0,1,0,1
"ambicioso",2,1,0,1,0,0,0,0,1,0,1
"ambiente",2,0,0,0,0,0,0,0,0,0,0
"ambiguedad",1,0,0,0,0,0,0,0,0,0,0
"ambiguo",1,0,0,0,0,0,0,0,0,1,0
"ambito",1,0,0,0,0,0,0,0,0,0,0
"ambulancia",1,0,0,0,0,1,0,0,1,0,0
"amen",1,1,0,0,0,0,0,0,1,0,1
"amenaza",2,0,1,0,0,1,0,0,0,1,0
"amenazador",1,0,1,0,0,1,0,0,0,1,0
"amenazante",2,0,1,0,1,1,0,0,0,1,0
"amenazar",1,0,1,1,0,1,0,0,0,1,0
"amenidad",1,0,0,0,0,0,0,0,0,0,1
"amigable",1,1,0,1,0,0,0,0,1,0,1
"amigo",2,1,0,1,0,0,0,0,1,0,1
"amistad",1,1,0,0,0,0,0,0,1,0,1
"amistoso",1,1,0,0,0,0,0,0,0,0,1
"amnesia",1,0,0,0,0,0,0,0,0,1,0
"amnistia",1,1,0,0,0,0,0,0,0,0,1
"amoblar",1,0,0,0,0,0,0,0,0,0,0
"amoladora",1,0,0,0,0,0,0,0,0,0,0
"amonestacion",1,0,0,0,0,1,0,0,0,1,0
"amoniaco",1,0,0,0,1,0,0,0,0,0,0
"amor",1,1,0,0,0,0,0,0,0,0,1
"amorfo",1,0,0,0,0,0,0,0,0,0,0
"amortizacion",1,0,0,0,0,0,0,0,1,0,0
"ampersand",1,0,0,0,0,0,0,0,0,0,0
"ampliacion",1,0,0,0,0,0,0,0,0,0,0
"ampliamente",2,0,0,0,0,0,0,0,0,0,0
"amplificacion",1,0,0,0,0,0,0,0,0,0,0
"amplificar",1,0,0,0,0,0,0,0,0,0,0
"amplio",1,0,0,0,0,0,0,0,0,0,0
"amplitud",2,0,0,0,0,0,0,0,0,0,0
"ampolla",1,0,0,0,1,0,0,0,0,1,0
"amputacion",1,0,0,0,0,0,0,0,0,0,0
"amuleto",1,0,0,0,0,0,0,0,0,0,0
"ana",2,0,0,0,0,0,0,0,0,0,0
"anaconda",1,0,0,0,1,1,0,0,0,1,0
"anal",1,0,0,0,0,0,0,0,0,1,0
"anales",1,0,0,0,0,0,0,0,0,0,0
"analfabeto",1,0,0,0,1,0,0,0,0,1,0
"analgesico",1,0,0,0,0,0,0,0,0,0,0
"analisis",1,0,0,0,0,0,0,0,0,0,0
"analisis de orina",1,0,0,0,0,0,0,0,0,0,0
"analista",1,0,0,1,0,0,0,0,1,0,1
"analitico",1,0,0,0,0,0,0,0,0,0,0
"analizador",1,0,0,0,0,0,0,0,0,0,0
"analizar",1,0,0,0,0,0,0,0,0,0,0
"analizar gramaticalmente",1,0,0,0,0,0,0,0,0,0,0
"analogia",1,0,0,0,0,0,0,0,0,0,0
"analogo",1,0,0,0,0,0,0,0,0,0,0
"anarquia",1,0,1,0,0,1,0,0,0,1,0
"anarquismo",1,0,1,0,0,1,0,0,0,1,0
"anarquista",1,0,1,0,0,1,0,0,0,1,0
"anastomosis",1,0,0,0,0,0,0,0,0,0,0
"anatema",1,0,1,0,1,1,1,0,0,1,0
"anatomia",1,0,0,0,0,0,0,0,0,0,0
"anatomico",1,0,0,0,0,0,0,0,0,0,0
"ancestral",1,0,0,0,0,0,0,0,1,0,0
"ancho",1,0,0,0,0,0,0,0,0,0,0
"ancianos",1,0,0,0,0,0,0,0,1,0,1
"ancla",1,0,0,0,0,0,0,0,0,0,1
"anclaje",1,0,0,0,0,0,1,0,0,0,1
"andamio",2,0,0,0,0,1,0,0,0,1,0
"andante",1,0,0,0,0,0,0,0,0,1,0
"androgino",1,0,0,0,0,0,0,0,0,0,0
"anemona",1,0,0,0,0,0,0,0,0,0,0
"anestesia",1,0,0,0,0,0,0,0,0,0,0
"anestesico",1,0,0,0,0,0,0,0,0,0,0
"anexidades",1,0,0,0,0,0,0,0,0,0,0
"anexion",1,0,0,0,0,0,0,0,0,0,0
"anexo",4,0,0,0,1,0,0,0,0,1,0
"anfetaminas",1,0,0,0,1,0,0,0,0,1,0
"anfibio",2,0,0,0,0,0,0,0,0,0,0
"anfiteatro",1,0,0,0,0,0,0,0,0,0,0
"angel",1,1,0,1,0,0,0,1,1,0,1
"angelical",1,1,0,0,0,0,0,0,1,0,1
"angina de pecho",1,0,0,0,0,1,0,0,0,1,0
"anginas",1,0,0,0,0,0,0,0,0,0,0
"angiografia",1,0,0,0,0,0,0,0,0,0,0
"angosto",1,0,0,0,0,0,0,0,0,0,0
"anguila",1,0,0,0,0,1,0,0,0,0,0
"angular",1,0,0,0,0,0,0,0,0,0,0
"angulo",1,0,0,0,0,0,0,0,0,0,0
"angustia",4,0,1,0,1,1,1,1,0,1,0
"angustioso",1,0,1,0,0,1,0,0,0,1,0
"anhelante",1,0,0,0,0,0,0,0,0,0,0
"anhelo",2,1,0,1,0,0,0,0,1,1,1
"anhidro",1,0,0,0,0,0,0,0,0,0,0
"anillo",2,0,0,0,0,0,0,0,0,0,0
"anima",1,0,0,0,0,0,0,0,0,0,0
"animacion",1,0,0,0,0,0,0,0,0,0,0
"animado",1,1,0,0,0,0,0,0,0,0,1
"animal",1,0,0,0,0,0,0,0,0,0,0
"animar",2,1,0,0,0,0,0,1,1,0,1
"animo",3,1,1,1,0,0,0,0,1,1,1
"animosidad",1,0,1,0,1,1,1,0,0,1,0
"aniquilacion",1,0,1,0,0,1,1,0,0,1,0
"aniquilado",1,0,1,0,0,1,1,0,0,1,0
"aniquilar",1,0,1,0,0,1,0,0,0,1,0
"aniversario",1,1,0,0,0,0,0,1,0,0,1
"ano",1,0,0,0,0,0,0,0,0,0,0
"anochecer",1,0,0,0,0,0,0,0,0,0,0
"anojo",1,0,0,0,0,0,0,0,0,0,0
"anomalia",1,0,0,0,0,1,0,1,0,1,0
"anomalo",1,0,0,0,0,0,0,0,0,0,0
"anonimo",2,0,0,0,0,0,0,0,0,1,0
"anorar",1,0,0,0,0,0,0,0,0,0,0
"anormal",1,0,0,0,1,0,0,0,0,1,0
"anos",2,0,0,0,0,0,0,0,0,0,0
"anotacion",1,0,0,0,0,0,0,0,0,0,0
"anotar",1,0,0,0,0,0,0,0,0,0,0
"ansiedad",1,0,1,1,0,1,1,0,0,1,0
"ansioso",2,1,0,1,0,1,0,1,1,1,1
"antagonismo",1,0,1,0,0,0,0,0,0,1,0
"antagonista",2,0,1,0,1,0,0,0,0,1,0
"antano",1,0,0,0,0,0,0,0,0,0,0
"ante todo",1,0,0,0,0,0,0,0,0,0,0
"antebrazo",1,0,1,1,0,0,0,0,0,0,0
"antecedente",1,0,0,0,0,0,0,0,0,0,0
"antecedentes",1,0,0,0,0,0,0,0,0,0,0
"antecristo",1,0,1,0,1,1,0,0,0,1,0
"antedicho",1,0,0,0,0,0,0,0,0,0,0
"antena",1,0,0,0,0,0,0,0,0,0,0
"antepasado",1,0,0,0,0,0,0,0,0,0,0
"antepasados",1,1,0,0,0,0,0,0,1,0,1
"anterior",3,0,0,0,0,0,0,0,0,0,0
"anteriormente mencionado",1,0,0,0,0,0,0,0,0,0,1
"antes de",1,0,0,0,0,0,0,0,0,0,0
"antibiotico",1,0,0,0,0,0,0,0,0,0,0
"antibioticos",1,0,0,0,0,0,0,0,0,0,1
"anticipacion",1,0,0,1,0,0,0,0,0,0,0
"anticipado",1,0,0,1,0,0,0,0,0,0,0
"anticuado",1,0,0,0,0,0,0,0,0,1,0
"anticuario",1,0,0,0,0,0,0,0,0,0,0
"antidoto",1,0,0,1,0,0,0,0,1,0,1
"antieconomico",1,0,1,0,1,0,1,0,0,1,0
"antifungico",1,0,0,0,0,0,0,0,1,0,1
"antiguedad",2,0,0,0,0,0,0,0,1,0,1
"antiguo",2,0,0,0,0,0,0,0,0,1,1
"antiguo alumno",1,0,0,0,0,0,0,0,0,0,0
"antilope",1,0,0,0,0,0,0,0,0,0,0
"antimonio",1,0,0,0,0,0,0,0,0,0,0
"antinatural",1,0,0,0,1,1,0,0,0,1,0
"antipatia",1,0,1,0,1,0,0,0,0,1,0
"antipatico",1,0,1,0,1,1,1,0,0,1,0
"antiseptico",1,0,0,0,0,0,0,0,1,0,1
"antisocial",1,0,1,0,1,1,1,0,0,1,0
"antitesis",1,0,1,0,0,0,0,0,0,1,0
"antitetico",1,0,0,0,0,0,0,0,0,0,0
"antivirico",1,0,0,0,0,0,0,0,0,0,0
"antojo",1,0,0,1,0,0,0,0,0,0,0
"antologia",1,0,0,0,0,0,0,0,0,0,0
"antorcha",1,0,0,0,0,0,0,0,0,0,0
"antrax",1,0,0,0,1,1,1,0,0,1,0
"antropologia",1,0,0,0,0,0,0,0,0,0,0
"anual",1,0,0,0,0,0,0,0,0,0,0
"anualidad",1,0,0,0,0,0,0,0,0,0,0
"anuario",1,0,0,0,0,0,0,0,0,0,0
"anudado",1,0,0,0,0,0,0,0,0,1,0
"anulacion",1,0,0,0,0,0,1,0,0,1,0
"anular",7,0,0,0,0,1,0,1,0,1,0
"anular una hipoteca",1,0,0,0,0,1,1,0,0,1,0
"anunciar",2,0,0,0,0,0,0,0,0,0,0
"anuncio",1,0,0,1,0,0,0,0,0,0,0
"anuncio publicitario",1,0,0,0,0,0,0,0,0,0,0
"anverso",1,0,0,0,0,0,0,0,0,0,0
"aorta",1,0,0,0,0,0,0,0,0,0,0
"aovado",1,0,0,0,0,0,0,0,0,0,0
"apache",1,0,0,0,0,1,0,0,0,1,0
"apaciguar",1,0,0,0,0,0,0,0,0,0,0
"apagador",1,0,0,0,0,0,0,0,0,1,0
"aparador",1,0,0,0,0,0,0,0,0,0,0
"aparato",2,0,0,0,0,0,0,0,0,0,0
"aparato de relojeria",1,0,0,0,0,0,0,0,0,0,0
"aparecer",1,0,0,0,0,0,0,0,0,0,0
"aparejo",1,0,0,0,0,0,0,0,0,0,0
"aparente",1,0,0,0,0,0,0,0,0,0,0
"aparentemente",3,0,0,0,0,0,0,0,0,1,0
"aparicion",2,0,0,0,0,1,0,1,0,0,0
"apariencia",2,0,0,0,0,0,0,0,0,0,0
"apasionado",2,1,0,1,0,0,0,0,1,0,1
"apatia",1,0,0,0,0,0,1,0,0,1,0
"apatico",2,0,0,0,0,0,1,0,0,1,0
"apelacion",1,0,0,1,0,0,0,0,0,0,0
"apelante",1,0,0,0,0,0,0,0,0,0,0
"apellido",1,0,0,0,0,0,0,0,0,0,0
"apenas",3,0,0,0,0,0,1,0,0,1,0
"apendice",4,0,0,0,0,0,0,0,0,0,0
"apendicitis",1,0,0,0,0,1,1,0,0,1,0
"aperitivo",1,0,0,0,0,0,0,0,0,0,0
"aperitivos",1,0,0,0,0,0,0,0,0,0,0
"apertura",1,0,0,0,0,0,0,0,0,0,0
"apetito",1,0,0,0,0,0,0,0,0,0,0
"apice",1,0,0,0,0,0,0,0,0,0,0
"aplacar",1,0,0,0,0,0,0,0,0,0,0
"aplanadora",1,0,0,0,0,0,0,0,0,0,0
"aplanar",1,0,0,0,0,0,0,0,0,0,0
"aplastada",1,0,1,0,1,1,1,0,0,1,0
"aplastante",1,0,1,0,1,1,0,0,0,1,0
"aplastar",2,0,1,0,1,1,0,0,0,1,0
"aplaudir",1,1,0,1,0,0,0,0,1,0,1
"aplausos",2,1,0,0,0,0,0,1,1,0,1
"aplazamiento",3,0,0,0,0,0,0,1,0,1,0
"aplazando",1,0,0,0,0,0,0,0,0,0,0
"aplazar",3,0,0,0,0,0,0,0,0,1,0
"aplicabilidad",1,0,0,0,0,0,0,0,0,0,0
"aplicable",1,0,0,0,0,0,0,0,0,0,0
"aplicacion",1,0,0,0,0,0,0,0,0,1,0
"aplicar",1,0,0,0,0,0,0,0,0,0,0
"aplomo",1,0,0,0,0,0,0,0,0,0,1
"apocaliptico",1,0,0,0,0,0,0,0,0,0,0
"apoderado",1,0,0,0,0,0,0,0,1,0,0
"apodo",1,0,0,0,0,0,0,0,0,0,0
"apogeo",1,1,0,1,0,0,0,0,1,0,1
"apologetico",1,0,0,0,0,0,0,0,1,0,1
"apologista",1,0,0,0,0,0,0,0,0,0,0
"apostar",1,0,0,0,0,0,0,0,0,0,0
"apostasia",1,0,0,0,0,0,0,0,0,0,0
"apostata",1,0,0,0,0,0,0,0,0,0,0
"apostol",1,0,0,0,0,0,0,0,1,0,1
"apostolico",1,0,0,0,0,0,0,0,1,0,0
"apostrofe",1,0,0,0,0,0,0,0,0,0,0
"apreciable",1,0,0,0,0,0,0,0,0,0,0
"apreciacion",1,1,0,0,0,0,0,0,1,0,1
"aprehender",1,0,0,0,0,1,0,0,0,0,0
"aprender",1,0,0,0,0,0,0,0,0,0,1
"aprendio",1,0,0,0,0,0,0,0,0,0,0
"aprendiz",2,0,0,0,0,0,0,0,1,0,0
"aprendizaje",2,0,0,0,0,0,0,0,0,0,1
"aprensivo",1,0,0,1,0,1,0,0,0,1,0
"apresador",1,0,0,0,0,1,0,0,0,1,0
"apresurado",2,0,0,1,0,0,0,0,0,1,0
"apretado",1,0,0,0,0,0,0,0,0,0,0
"apretando",1,0,0,0,0,0,0,0,0,0,0
"apretar",1,0,1,0,0,0,0,0,0,0,0
"aprobacion",3,0,0,0,0,0,0,0,1,0,1
"aprobar",1,1,0,0,0,0,0,0,1,0,1
"aprobatorio",1,0,0,0,0,0,0,0,0,0,1
"apropiacion",1,0,0,0,0,0,0,0,0,1,0
"apropiado",1,0,0,0,0,0,0,0,0,0,1
"aprovechar",3,0,0,0,0,0,0,0,0,0,1
"aproximacion",1,0,0,0,0,0,0,0,0,0,0
"aproximadamente",2,0,0,0,0,0,0,0,0,0,0
"aproximado",1,0,0,0,0,0,0,0,0,0,0
"aproximando",1,0,0,0,0,0,0,0,0,0,0
"aptitud",1,0,0,0,0,0,0,0,0,0,1
"aptitud fisica",1,0,0,0,0,0,0,0,0,0,0
"apto",1,0,0,0,0,0,0,0,0,0,1
"apuesta",3,0,0,0,0,0,0,0,0,0,0
"apuesta inicial",1,0,0,0,0,0,0,0,0,0,0
"apuesto",2,0,0,0,0,0,0,0,0,0,1
"apuntalar",1,0,0,0,0,0,0,0,0,0,1
"apuntar",1,0,0,0,0,0,0,0,0,0,0
"apuro",1,0,0,1,0,0,0,0,0,0,0
"aquel",1,0,0,0,0,0,0,0,0,0,0
"aquiescencia",1,0,0,0,0,0,0,0,0,0,0
"arada",1,0,0,0,0,0,0,0,0,0,0
"arado",4,0,0,0,0,0,0,0,0,0,0
"arana",1,0,0,0,1,1,0,0,0,0,0
"arancel",1,0,1,0,1,0,0,0,0,1,0
"arbitraje",1,0,0,1,0,0,0,0,0,0,0
"arbitrar",1,0,0,0,0,0,0,0,0,0,0
"arbitro",4,0,0,0,0,0,0,0,1,0,1
"arbol",1,1,1,1,1,0,0,1,1,0,1
"arbol genealogico",1,0,0,0,0,0,0,0,1,0,1
"arboleda",1,0,0,0,0,0,0,0,0,0,0
"arbusto",2,0,0,0,0,0,0,0,0,0,0
"arbustos",1,0,0,0,0,0,0,0,0,0,0
"arca",1,0,0,0,0,0,0,0,0,0,0
"arcada",1,0,0,0,0,0,0,0,0,0,0
"arcaico",1,0,0,0,0,0,0,0,0,1,0
"archipielago",1,0,0,0,0,0,0,0,0,0,0
"archivado",1,0,0,0,0,0,0,0,0,1,0
"archivo",1,0,0,0,0,0,0,0,0,0,0
"archivo adjunto",1,0,0,0,0,0,0,0,0,0,1
"arcilla",1,0,0,0,0,0,0,0,0,0,0
"arco",2,0,0,0,0,0,0,0,0,0,0
"ardid",1,0,0,0,0,0,0,0,0,1,0
"ardiendo",1,0,0,0,0,0,0,0,0,0,0
"ardiente",1,1,0,1,0,0,0,0,0,0,1
"ardilla",1,0,0,0,0,0,0,0,0,0,0
"ardilla de tierra",1,0,0,0,0,0,0,0,0,0,0
"ardor",1,0,0,0,0,0,0,0,0,0,1
"arduo",1,0,0,0,0,0,0,0,0,1,0
"area",1,0,0,0,0,0,0,0,0,0,0
"arena",3,0,0,0,0,0,0,0,1,0,1
"arenoso",2,0,0,0,0,0,0,0,0,0,0
"areola",1,0,0,0,0,0,0,0,0,0,0
"arete",1,0,0,0,0,0,0,0,0,0,0
"argen",1,0,0,0,0,0,0,0,0,0,0
"argumentacion",1,0,1,0,0,0,0,0,0,0,0
"argumento",1,0,1,0,0,0,0,0,0,1,0
"argumentos",1,0,1,0,0,0,0,0,0,0,0
"arido",1,0,0,0,0,0,1,0,0,1,0
"aristocracia",1,0,0,0,0,0,0,0,0,0,1
"aristocrata",1,0,0,0,0,0,0,0,0,0,0
"aristocratico",1,0,0,0,0,0,0,0,0,0,1
"aritmetica",1,0,0,0,0,0,0,0,0,0,0
"arma",1,0,0,0,0,0,0,0,0,0,0
"armada",2,0,0,0,0,0,0,0,0,0,0
"armado",1,0,1,0,0,1,0,0,0,1,1
"armadura",2,0,0,0,0,1,0,0,1,0,1
"armamento",2,0,1,0,0,1,0,0,0,1,0
"armar",1,0,0,0,0,0,0,0,0,0,0
"armario",2,0,0,0,0,0,0,0,0,0,0
"armas de fuego",1,0,1,0,0,1,0,0,0,1,0
"armonia",1,1,0,0,0,0,0,0,1,0,1
"armonicos",1,0,0,0,0,0,0,0,0,0,0
"armoniosamente",1,1,0,0,0,0,0,0,1,0,1
"armonizar",1,0,0,0,0,0,0,0,0,0,0
"aro",1,0,0,0,0,0,0,0,0,0,0
"aroma",2,0,0,0,0,0,0,0,0,0,1
"arpillera",1,0,0,0,0,0,0,0,0,0,0
"arpista",1,0,0,0,0,0,0,0,0,0,0
"arqueado",1,0,0,0,0,0,0,0,0,0,0
"arqueologia",1,0,0,1,0,0,0,0,0,0,1
"arqueologico",1,0,0,0,0,0,0,0,0,0,0
"arqueologo",1,0,0,0,0,0,0,0,0,0,0
"arquero",1,0,0,0,0,0,0,0,0,0,0
"arquetipo",1,0,0,0,0,0,0,0,0,0,0
"arquitecto",1,0,0,0,0,0,0,0,0,0,0
"arquitectura",1,0,0,0,0,0,0,0,1,0,0
"arraigado",2,0,0,0,0,0,0,0,1,0,1
"arrancar",1,0,0,0,0,0,0,0,0,0,0
"arrancar arrebatar",1,0,0,0,0,0,0,0,0,0,0
"arrastramiento",1,0,0,0,0,0,0,0,0,0,0
"arrastrar",2,0,0,0,0,0,0,0,0,0,0
"arrastrarse",1,0,0,0,0,0,0,0,0,1,0
"arrebatado",1,1,0,0,0,0,0,1,1,0,1
"arrebatar",1,0,0,0,0,0,0,0,0,0,0
"arrecife",1,0,0,0,0,0,0,0,0,0,0
"arrecifes",1,0,0,0,0,0,0,0,0,0,0
"arreglar",3,0,0,0,0,0,0,0,0,0,0
"arreglo",1,0,0,0,0,0,0,0,0,0,0
"arrendador",1,0,0,0,0,0,0,0,0,0,0
"arrendajo",1,0,0,0,0,0,0,0,0,0,0
"arrendar",1,0,0,0,0,0,0,0,0,0,0
"arrendatario",1,0,0,0,0,0,0,0,0,0,0
"arrepentido",1,0,0,0,0,0,1,0,0,1,0
"arrepentimiento",1,0,0,0,0,0,0,0,0,0,0
"arrepentirse",1,0,0,0,0,1,0,0,0,0,1
"arrestado",1,0,1,0,0,1,0,0,0,1,0
"arrestar",1,0,0,0,0,0,0,0,0,1,0
"arriesgado",1,0,0,1,0,1,0,0,0,1,0
"arrodillado",1,0,0,0,0,0,0,0,0,0,0
"arrodillarse",1,0,0,0,0,0,0,0,0,0,0
"arrogancia",1,0,0,0,0,0,0,0,0,1,0
"arrogante",2,0,1,0,1,0,0,0,0,1,0
"arrojar",3,0,0,0,1,0,0,0,0,0,0
"arroyo",2,0,0,0,0,0,0,0,0,0,0
"arroz",1,0,0,0,0,0,0,0,0,0,0
"arrozal",1,0,0,0,0,0,0,0,0,0,0
"arruga",1,0,0,0,0,0,0,0,0,0,0
"arrugado",1,0,0,0,0,0,1,0,0,0,0
"arruinado",4,0,1,0,1,1,1,0,0,1,0
"arruinando",1,0,0,0,0,0,0,0,0,0,0
"arruinar",1,0,0,0,1,0,0,0,0,1,0
"arrullo",1,0,0,0,0,0,0,0,0,0,0
"arsenal",2,0,0,0,0,0,0,0,1,0,0
"arsenico",1,0,0,0,1,1,1,0,0,1,0
"arte",1,1,0,1,0,0,1,1,0,0,1
"arteria",1,0,0,0,0,0,0,0,0,0,0
"artesania",2,0,0,0,0,0,0,0,0,0,1
"artesano",3,0,0,0,0,0,0,0,0,0,1
"artico",1,0,0,0,0,0,0,0,0,0,0
"articulacion",2,0,0,0,0,0,0,0,0,0,1
"articular",1,0,0,0,0,0,0,0,0,0,1
"articulo",2,0,0,0,0,0,0,0,0,0,0
"articulos",1,0,0,0,0,0,0,0,0,0,0
"articulos de primera necesidad",1,0,0,0,0,0,0,0,0,0,0
"artificial",1,0,0,0,0,0,0,0,0,0,0
"artificio",1,0,0,0,0,0,0,0,0,0,0
"artilleria",2,0,0,0,0,1,0,0,0,1,0
"artillero",1,0,0,0,0,0,0,0,0,0,0
"artimanas",1,0,0,0,0,0,0,0,0,0,0
"artista",2,0,0,0,0,0,0,0,0,0,1
"artistas",1,0,0,0,0,0,0,0,0,0,0
"artistico",1,0,0,0,0,0,0,0,0,0,1
"artropodo",1,0,0,0,0,0,0,0,0,0,0
"arzobispo",1,0,0,0,0,0,0,0,0,0,0
"as",1,0,0,0,0,0,0,0,0,0,1
"asalto",1,0,1,0,0,0,0,0,0,0,0
"asamblea",1,0,0,0,0,0,0,0,1,0,1
"asamblea plenaria",1,0,0,0,0,0,0,0,0,0,0
"asar",1,0,1,0,0,0,0,0,0,1,0
"ascendencia",2,0,0,0,0,0,0,0,0,0,1
"ascender",1,0,0,0,0,0,0,0,0,0,0
"ascension",1,0,0,0,0,0,0,0,0,0,0
"ascenso",1,0,0,0,0,0,0,0,0,0,1
"ascensor",1,0,0,0,0,0,0,0,0,0,0
"ascetico",1,0,0,0,0,0,0,0,0,0,0
"asco",1,0,1,0,1,1,1,0,0,1,0
"ascuas",1,0,0,0,0,0,0,0,0,0,0
"asegurador",1,0,0,0,0,0,0,0,0,0,0
"asegurar",3,0,0,0,0,0,0,0,1,0,1
"asentar",1,0,0,0,0,0,0,0,0,0,0
"asentarse",1,0,0,0,0,0,0,0,0,0,0
"asentir",2,0,0,0,0,0,0,0,0,0,1
"asequible",1,1,0,0,0,0,0,0,0,0,1
"asesinar",1,0,1,0,0,1,0,0,0,1,0
"asesinato",3,0,1,0,1,1,1,1,0,1,0
"asesino",5,0,1,0,1,1,1,1,0,1,0
"asesor",2,0,0,0,0,0,0,0,1,0,1
"asesoramiento",1,0,0,0,0,0,0,0,0,0,0
"asfalto",1,0,0,0,0,0,0,0,0,0,0
"asfixia",1,0,1,0,0,1,0,0,0,1,0
"asiduos",1,0,0,0,0,0,0,0,0,0,0
"asiento",1,0,0,0,0,0,0,0,0,0,0
"asignacion",3,0,0,0,0,0,0,0,0,0,0
"asignar",3,0,0,0,0,0,0,0,0,0,0
"asilo",1,0,0,0,0,1,0,0,0,1,0
"asimetria",1,0,0,0,1,0,0,0,0,0,0
"asimetrico",1,0,0,0,0,0,0,0,0,0,0
"asimilacion",1,0,0,0,0,0,0,0,0,0,0
"asimilar",1,0,0,0,0,0,0,0,0,0,0
"asintotico",1,0,0,0,0,0,0,0,0,0,0
"asistencia",2,0,0,1,0,0,0,0,0,0,1
"asistente",2,0,0,0,0,0,0,0,1,0,1
"asistir",1,0,0,0,0,0,0,0,1,0,1
"asociacion",1,0,0,0,0,0,0,0,1,0,0
"asociado",2,0,0,0,0,0,0,0,1,0,1
"asombro",3,1,0,0,0,0,0,1,0,0,1
"asombrosamente",3,1,0,1,0,0,0,1,0,0,1
"asombroso",1,0,0,0,0,0,0,0,0,1,0
"aspartamo",1,0,0,0,0,0,0,0,0,0,0
"aspecto",1,0,0,0,0,0,0,0,0,0,0
"aspectos",2,0,0,0,0,0,0,0,0,0,0
"aspereza",1,0,0,0,0,0,0,0,0,1,0
"aspersion",1,0,0,0,0,0,0,0,0,0,0
"aspid",1,0,0,0,0,1,0,0,0,0,0
"aspiracion",1,1,0,1,0,0,0,1,1,0,1
"aspirar",2,1,0,1,0,0,0,0,0,0,1
"asqueroso",1,0,1,0,1,1,1,0,0,1,0
"asterisco",1,0,0,0,0,0,0,0,0,0,0
"asteroides",1,0,0,0,0,0,0,0,0,0,0
"astigmatismo",1,0,0,0,0,0,0,0,0,0,0
"astilla",2,0,0,0,0,0,0,0,0,1,0
"astillado",1,0,0,0,0,0,0,0,0,0,0
"astral",1,0,0,0,0,0,0,0,0,0,0
"astringente",1,0,0,0,0,0,0,0,0,1,0
"astrologia",1,0,0,0,0,0,0,0,0,0,0
"astrologo",1,0,0,1,0,0,0,0,0,0,1
"astronauta",1,0,0,0,0,0,0,0,0,0,1
"astronomia",1,0,0,0,0,0,0,0,0,0,0
"astronomo",1,0,0,1,0,0,0,0,0,0,1
"astucia",3,0,1,0,1,1,1,1,0,1,1
"astuto",5,0,1,0,1,1,0,0,0,1,1
"asumiendo",1,0,0,0,0,0,0,0,0,0,0
"asunto",2,0,0,0,0,0,0,0,0,0,0
"asustar",2,0,0,0,0,1,1,1,0,1,0
